ServiceName,RpoName,SchemeType,LastWeekCount,LastMonthCount,YearTillDate,Date
"Applications - Education Wise","RPO Kolkata","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Kolkata","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Kolkata","GRADUATE AND ABOVE",3243,13378,134815,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Kolkata",Between_18_to_35,6189,26062,264772,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Kolkata",Between_36_to_60,4368,17256,172295,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Kolkata",GreaterThan60,1122,4366,44410,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Kolkata",LessThan18,1507,5716,55081,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Kolkata",Challan,456700,1794000,25407800,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Kolkata","Credit/ Debit Card",7887000,38012150,374478100,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Kolkata",Online,5888100,26883600,301280950,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Kolkata",FRESH,9778,39127,390402,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Kolkata",PCC,414,2081,23109,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Kolkata",REISSUE,2988,12169,122911,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Kolkata","No Verification",2046,8311,91816,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Kolkata","Post Verification",2060,8460,77521,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Kolkata","Pre Verification",5844,23395,231884,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Kolkata","More than 21 Days",2961,17293,168821,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Kolkata","Within 21 Days",3184,14274,167206,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Kozhikode",Normal,10926,47029,428973,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Kozhikode",Tatkaal,381,1790,17146,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Kozhikode",FEMALE,5002,21063,190445,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Kozhikode",MALE,6305,27756,255667,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Kozhikode",TRANSGENDER,0,0,2,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Kozhikode","Count of Applications",11307,48819,446114,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Kozhikode","10TH PASS AND ABOVE",4524,20000,185190,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Kozhikode","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Kozhikode","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Kozhikode","GRADUATE AND ABOVE",1035,4259,39915,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Kozhikode",Between_18_to_35,4491,19826,187790,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Kozhikode",Between_36_to_60,3165,13493,113604,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Kozhikode",GreaterThan60,783,3260,26158,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Kozhikode",LessThan18,2868,12240,118562,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Kozhikode",Challan,69100,245150,2943650,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Kozhikode","Credit/ Debit Card",5068750,22675100,178056250,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Kozhikode",Online,7825800,35762150,341680150,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Kozhikode",FRESH,6157,26308,241532,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Kozhikode",PCC,343,1650,15862,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Kozhikode",REISSUE,4806,20859,188704,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Kozhikode","No Verification",2520,10820,105926,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Kozhikode","Post Verification",3191,13531,120216,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Kozhikode","Pre Verification",5554,24282,211239,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Kozhikode","More than 21 Days",11,50,328,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Kozhikode","Within 21 Days",6130,22944,213277,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Lucknow",Normal,11333,54301,509773,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Lucknow",Tatkaal,152,693,7176,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Lucknow",FEMALE,2217,9855,91775,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Lucknow",MALE,9268,45137,425142,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Lucknow",TRANSGENDER,0,1,23,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Lucknow","Count of Applications",11485,54993,516940,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Lucknow","10TH PASS AND ABOVE",3991,19730,191948,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Lucknow","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Lucknow","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Lucknow","GRADUATE AND ABOVE",2453,10302,103918,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Lucknow",Between_18_to_35,7968,38178,358572,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Lucknow",Between_36_to_60,2267,11317,107075,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Lucknow",GreaterThan60,639,2977,25295,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Lucknow",LessThan18,611,2521,25998,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Lucknow",Challan,78900,503250,6590500,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Lucknow","Credit/ Debit Card",6255500,32980250,296378850,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Lucknow",Online,6530750,34321700,357500900,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Lucknow",FRESH,8322,40124,371490,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Lucknow",PCC,1106,5201,46797,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Lucknow",REISSUE,2054,9659,98578,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Lucknow","No Verification",1049,4685,46568,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Lucknow","Post Verification",480,2401,30857,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Lucknow","Pre Verification",9439,47661,389812,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Lucknow","More than 21 Days",1168,4751,48650,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Lucknow","Within 21 Days",8486,44390,381930,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Madurai",Normal,4086,19094,206711,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Madurai",Tatkaal,6,32,383,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Madurai",FEMALE,1320,6345,66060,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Madurai",MALE,2772,12780,141025,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Madurai",TRANSGENDER,0,1,5,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Madurai","Count of Applications",4092,19126,207090,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Madurai","10TH PASS AND ABOVE",1373,7153,78158,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Madurai","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Madurai","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Madurai","GRADUATE AND ABOVE",1330,5757,60865,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Madurai",Between_18_to_35,2348,10896,117560,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Madurai",Between_36_to_60,897,4638,50397,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Madurai",GreaterThan60,207,1070,11996,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Madurai",LessThan18,640,2522,27137,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Madurai",Challan,36200,320600,3196200,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Madurai","Credit/ Debit Card",2266300,9633000,103168700,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Madurai",Online,1823200,7734850,98189100,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Madurai",FRESH,2522,12047,132343,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Madurai",PCC,266,1195,12364,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Madurai",REISSUE,1303,5879,62360,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Madurai","No Verification",540,2180,25900,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Madurai","Post Verification",636,2882,31048,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Madurai","Pre Verification",2154,11534,127928,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Madurai","More than 21 Days",16,92,1267,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Madurai","Within 21 Days",2302,12920,142875,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Malappuram",Normal,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Malappuram",Tatkaal,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Malappuram",FEMALE,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Malappuram",MALE,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Malappuram",TRANSGENDER,0,0,0,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Malappuram","Count of Applications",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Malappuram","10TH PASS AND ABOVE",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Malappuram","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Malappuram","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Malappuram","GRADUATE AND ABOVE",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Malappuram",Between_18_to_35,0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Malappuram",Between_36_to_60,0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Malappuram",GreaterThan60,0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Malappuram",LessThan18,0,0,0,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Malappuram",Challan,0,0,0,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Malappuram","Credit/ Debit Card",0,0,0,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Malappuram",Online,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Malappuram",FRESH,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Malappuram",PCC,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Malappuram",REISSUE,0,0,0,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Malappuram","No Verification",0,0,0,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Malappuram","Post Verification",0,0,0,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Malappuram","Pre Verification",0,0,0,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Malappuram","More than 21 Days",0,0,2,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Malappuram","Within 21 Days",0,0,0,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Mumbai",Normal,13390,60454,666745,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Mumbai",Tatkaal,750,3384,35632,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Mumbai",FEMALE,6169,26946,301535,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Mumbai",MALE,7968,36858,400373,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Mumbai",TRANSGENDER,0,2,24,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Mumbai","Count of Applications",14137,63806,701932,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Mumbai","10TH PASS AND ABOVE",4344,20143,229549,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Mumbai","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Mumbai","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Mumbai","GRADUATE AND ABOVE",5406,24833,277175,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Mumbai",Between_18_to_35,5773,27082,298922,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Mumbai",Between_36_to_60,4157,20116,225075,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Mumbai",GreaterThan60,1073,5737,64156,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Mumbai",LessThan18,3134,10871,113779,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Mumbai",Challan,342050,1872350,27711000,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Mumbai","Credit/ Debit Card",12274750,58278750,651091300,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Mumbai",Online,2586250,13016000,152249750,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Mumbai",FRESH,7271,33549,372819,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Mumbai",PCC,486,2549,24885,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Mumbai",REISSUE,6359,27630,303546,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Mumbai","No Verification",2255,9417,111343,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Mumbai","Post Verification",2301,10407,118219,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Mumbai","Pre Verification",7759,36219,420696,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Mumbai","More than 21 Days",2791,9704,102864,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Mumbai","Within 21 Days",4513,30461,363731,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Nagpur",Normal,2350,9008,98415,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Nagpur",Tatkaal,108,355,3538,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Nagpur",FEMALE,1020,3785,41103,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Nagpur",MALE,1438,5578,60841,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Nagpur",TRANSGENDER,0,0,5,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Nagpur","Count of Applications",2458,9363,101949,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Nagpur","10TH PASS AND ABOVE",765,3206,37050,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Nagpur","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Nagpur","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Nagpur","GRADUATE AND ABOVE",1162,3884,41340,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Nagpur",Between_18_to_35,1333,4416,47549,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Nagpur",Between_36_to_60,669,3004,33118,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Nagpur",GreaterThan60,157,903,9576,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Nagpur",LessThan18,299,1040,11706,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Nagpur",Challan,50800,248750,3199200,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Nagpur","Credit/ Debit Card",1874100,8214250,86858600,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Nagpur",Online,689100,3413100,40507800,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Nagpur",FRESH,1878,7021,75560,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Nagpur",PCC,35,162,2400,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Nagpur",REISSUE,544,2176,23956,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Nagpur","No Verification",178,635,11766,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Nagpur","Post Verification",328,1358,11149,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Nagpur","Pre Verification",808,4004,47878,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Nagpur","More than 21 Days",694,1509,13515,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Nagpur","Within 21 Days",1712,4526,58477,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Patna",Normal,5814,28401,253702,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Patna",Tatkaal,111,445,5378,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Patna",FEMALE,865,3598,31336,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Patna",MALE,5060,25248,227740,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Patna",TRANSGENDER,0,0,2,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Patna","Count of Applications",5925,28846,259078,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Patna","10TH PASS AND ABOVE",2226,11178,104361,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Patna","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Patna","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Patna","GRADUATE AND ABOVE",1130,4914,43807,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Patna",Between_18_to_35,4381,21691,196783,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Patna",Between_36_to_60,1037,5010,45016,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Patna",GreaterThan60,280,1179,8324,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Patna",LessThan18,227,966,8955,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Patna",Challan,11850,119950,1717150,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Patna","Credit/ Debit Card",3456850,18073450,159382250,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Patna",Online,2861000,16681950,176562250,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Patna",FRESH,4454,21794,193746,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Patna",PCC,506,2340,21374,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Patna",REISSUE,964,4711,43946,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Patna","No Verification",508,2394,26372,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Patna","Post Verification",280,1231,12595,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Patna","Pre Verification",3827,17834,137154,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Patna","More than 21 Days",485,4620,68101,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Patna","Within 21 Days",3603,18087,144709,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Pune",Normal,6210,29149,322853,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Pune",Tatkaal,109,818,14257,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Pune",FEMALE,2670,11860,134661,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Pune",MALE,3647,18099,202397,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Pune",TRANSGENDER,1,2,16,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Pune","Count of Applications",6318,29961,337074,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Pune","10TH PASS AND ABOVE",1828,8974,104785,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Pune","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Pune","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Pune","GRADUATE AND ABOVE",2708,13035,148098,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Pune",Between_18_to_35,2944,13999,158323,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Pune",Between_36_to_60,1705,8811,101193,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Pune",GreaterThan60,433,2485,27100,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Pune",LessThan18,1236,4666,50458,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Pune",Challan,106250,424000,6923100,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Pune","Credit/ Debit Card",5164500,24888200,284026700,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Pune",Online,1539750,7400000,92199350,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Pune",FRESH,4076,19564,223852,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Pune",PCC,233,998,10095,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Pune",REISSUE,1997,9375,102969,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Pune","No Verification",733,2882,36982,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Pune","Post Verification",708,3652,45535,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Pune","Pre Verification",3766,17926,195958,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Pune","More than 21 Days",1666,5590,57814,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Pune","Within 21 Days",4486,17290,198151,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Raipur",Normal,794,4288,47702,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Raipur",Tatkaal,18,84,1094,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Raipur",FEMALE,328,1687,18902,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Raipur",MALE,484,2685,29892,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Raipur",TRANSGENDER,0,0,2,"2019-11-03 04:29:09.831353"
"Applications with Aadhaar Number","RPO Raipur","Count of Applications",812,4372,48796,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Raipur","10TH PASS AND ABOVE",231,1322,16157,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Raipur","5TH PASS OR LESS",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Raipur","BETWEEN 6TH AND 9TH STANDARD",0,0,0,"2019-11-03 04:29:09.831353"
"Applications - Education Wise","RPO Raipur","GRADUATE AND ABOVE",374,1804,19640,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Raipur",Between_18_to_35,385,2047,22582,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Raipur",Between_36_to_60,230,1429,16417,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Raipur",GreaterThan60,52,295,3401,"2019-11-03 04:29:09.831353"
"Applications - Age Wise Wise","RPO Raipur",LessThan18,145,601,6396,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Raipur",Challan,5850,40900,887550,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Raipur","Credit/ Debit Card",642600,3149100,35804050,"2019-11-03 04:29:09.831353"
"Application Fee Online Payment - Mode Wise","RPO Raipur",Online,485650,2504550,28671650,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Raipur",FRESH,559,3256,36155,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Raipur",PCC,6,44,551,"2019-11-03 04:29:09.831353"
"Applications Received - Service Wise","RPO Raipur",REISSUE,246,1069,12075,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Raipur","No Verification",63,382,3761,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Raipur","Post Verification",57,335,3591,"2019-11-03 04:29:09.831353"
"Applications Granted - PV Mode wise","RPO Raipur","Pre Verification",575,2849,26500,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Raipur","More than 21 Days",407,1558,16298,"2019-11-03 04:29:09.831353"
"PV Processing Time","RPO Raipur","Within 21 Days",373,1848,24064,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Ranchi",Normal,1914,8961,82769,"2019-11-03 04:29:09.831353"
"Applications Received - Scheme wise","RPO Ranchi",Tatkaal,49,191,1711,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Ranchi",FEMALE,559,2535,23644,"2019-11-03 04:29:09.831353"
"Applications Received - Gender wise","RPO Ranchi",MALE,1404,6616,60824,"2019-11-03 04:29:09.831353"
